@relation ABPra3-29
@attribute BBB
@attribute BBU
@attribute BBJ
@attribute BUB
@attribute BUU
@attribute BUJ
@attribute BJB
@attribute BJU
@attribute BJJ
@attribute UBB
@attribute UBU
@attribute UBJ
@attribute UUB
@attribute UUU
@attribute UUJ
@attribute UJB
@attribute UJU
@attribute UJJ
@attribute JBB
@attribute JBU
@attribute JBJ
@attribute JUB
@attribute JUU
@attribute JUJ
@attribute JJB
@attribute JJU
@attribute JJJ
@attribute isAMP {AMP, Non-AMP}
@data
0,0.2222,0,0.1111,0.0556,0.0556,0,0,0.0556,0.1667,0,0.0556,0.0556,0,0,0,0.0556,0,0.0556,0,0,0.0556,0,0,0.0556,0,0,AMP
0,0.1667,0.0556,0.0556,0.1111,0.0556,0,0,0.0556,0.1667,0.0556,0,0.1111,0,0,0,0.0556,0,0,0,0,0.0556,0,0,0,0,0.0556,AMP
0,0.1667,0.0556,0.0556,0.1111,0.0556,0,0,0.0556,0.1667,0.0556,0,0.1111,0,0,0,0.0556,0,0,0,0,0.0556,0,0,0.0556,0,0,AMP
0,0.1667,0.0556,0.0556,0.1667,0,0,0,0.0556,0.1667,0.0556,0,0.1667,0.0556,0,0,0,0,0,0,0,0,0,0,0.0556,0,0,AMP
0,0.1667,0.0556,0.0556,0.1111,0.0556,0,0,0.0556,0.1667,0.0556,0,0.1111,0,0,0,0.0556,0,0,0,0,0.0556,0,0,0.0556,0,0,AMP
0,0.0556,0.0556,0,0.0556,0.1111,0,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,0,0,0.0556,0.0556,0,0.0556,0.0556,0,0.1111,0,0,0.0556,0,0,AMP
0,0,0,0.0556,0.1667,0,0,0,0,0,0.2778,0,0.1667,0.1667,0.0556,0,0.0556,0,0,0,0,0.0556,0,0,0,0,0,AMP
0,0.0556,0.0556,0,0,0.0556,0,0,0.1111,0.0556,0,0,0.0556,0.1111,0.0556,0,0.0556,0.0556,0.0556,0,0,0,0.1111,0,0.0556,0.0556,0.0556,AMP
0,0,0,0,0.0556,0.0556,0,0.0556,0,0,0.1111,0.0556,0.1111,0.1111,0.1111,0,0.1111,0.0556,0,0,0,0.0556,0.1111,0,0,0,0,AMP
0,0.0556,0,0,0.1111,0.1111,0,0,0,0.0556,0.1667,0,0.1667,0,0.0556,0,0.1667,0,0,0,0,0.0556,0.0556,0,0,0,0,AMP
0,0.0556,0,0,0.1111,0.1111,0,0,0,0.0556,0.1667,0,0.1667,0,0.0556,0,0.1667,0,0,0,0,0.0556,0.0556,0,0,0,0,AMP
0,0,0,0.0556,0.0556,0.0556,0,0,0,0,0.1667,0,0.1111,0.2778,0,0,0.1111,0,0,0,0,0,0.1111,0.0556,0,0,0,AMP
0,0.1667,0.0556,0,0.1667,0,0.0556,0,0.0556,0.1111,0,0.0556,0.1667,0,0,0,0,0,0.0556,0,0,0,0,0,0,0.0556,0.0556,AMP
0,0.1111,0.0556,0,0.1667,0,0,0.0556,0.0556,0.1111,0.0556,0.0556,0.1667,0,0,0,0,0,0,0,0,0.0556,0,0,0,0.0556,0.0556,AMP
0,0.1111,0.0556,0,0.1667,0,0,0,0.1111,0.1111,0,0.0556,0.1667,0,0,0,0,0,0,0.0556,0,0,0,0,0.0556,0.0556,0.0556,AMP
0,0.1111,0.0556,0,0.1111,0,0,0,0.1111,0.1111,0,0.0556,0.1667,0.0556,0,0,0,0,0,0,0,0,0.0556,0,0,0.1111,0.0556,AMP
0,0,0,0,0,0,0,0,0.2778,0,0,0.0556,0,0,0,0,0,0,0,0,0.2222,0,0,0,0.2778,0,0.1667,AMP
0,0,0.0556,0,0,0.0556,0,0.0556,0,0.0556,0.0556,0,0.0556,0.1111,0.0556,0,0.1667,0.0556,0,0,0,0.0556,0.0556,0.1111,0,0.0556,0,AMP
0,0.1111,0,0.0556,0.0556,0.1111,0,0.0556,0,0.0556,0.1111,0.0556,0.0556,0,0,0,0.0556,0.0556,0,0.0556,0,0.1111,0,0,0.0556,0,0,AMP
0,0,0,0,0,0.2308,0,0,0,0,0.0769,0,0,0,0,0.0769,0.0769,0.0769,0,0.0769,0,0.0769,0.0769,0,0,0.0769,0.1538,AMP
0.0556,0.2222,0,0.1111,0,0.1111,0,0.0556,0,0.1667,0,0,0,0,0,0.0556,0,0.0556,0.0556,0,0,0.0556,0,0,0,0.0556,0,AMP
0,0,0,0,0,0.0556,0.0556,0,0,0,0,0.0556,0.0556,0,0.1111,0,0.2222,0.0556,0,0.0556,0,0.0556,0.1111,0.1111,0,0.0556,0,AMP
0,0.1667,0,0,0.0556,0.2222,0,0,0,0.0556,0.0556,0,0.0556,0,0,0.2222,0,0,0.1111,0.0556,0,0,0,0,0,0,0,AMP
0,0.1667,0.0556,0,0.1667,0.0556,0.0556,0,0,0.1111,0.0556,0,0.1667,0,0,0,0,0.0556,0.0556,0,0,0,0,0,0,0.0556,0,AMP
0,0.1667,0.0556,0.0556,0.1667,0,0,0,0.0556,0.1667,0.0556,0,0.1667,0.0556,0,0,0,0,0,0,0,0,0,0,0.0556,0,0,AMP
0,0,0,0.0556,0.0556,0.0556,0.0556,0,0,0,0.0556,0.0556,0.0556,0.1111,0.0556,0,0,0.1111,0,0.1667,0,0,0.0556,0,0.0556,0.0556,0,AMP
0,0,0,0,0.0556,0.1111,0,0,0,0,0,0,0,0.0556,0.1111,0.0556,0,0.1667,0,0.2222,0,0,0.0556,0,0.1111,0.0556,0,AMP
0,0,0,0,0.0556,0.0556,0,0,0.0556,0,0.0556,0,0.0556,0.1111,0.0556,0,0,0.1111,0,0.1111,0.0556,0,0.0556,0,0.1111,0.0556,0.0556,AMP
0,0,0,0,0.0556,0.1111,0,0,0,0,0.0556,0,0.0556,0.1111,0.0556,0,0,0.1667,0,0.1667,0,0,0.0556,0,0.1111,0.0556,0,AMP
0,0.0556,0.0556,0,0.0556,0.0556,0.0556,0,0.1111,0,0,0.1111,0.0556,0.1111,0,0,0.0556,0,0.0556,0.0556,0,0.0556,0,0,0.1111,0,0,AMP
0,0.1111,0,0,0.1667,0.0556,0,0,0.0556,0,0.1111,0.0556,0.1667,0.0556,0,0.0556,0,0,0.0556,0,0,0.0556,0,0,0,0.0556,0,AMP
0,0.1111,0,0,0.1667,0.0556,0,0,0.0556,0,0.1111,0.0556,0.1667,0.0556,0,0.0556,0,0,0.0556,0,0,0.0556,0,0,0,0.0556,0,AMP
0,0.0556,0.0556,0,0.1111,0.1111,0,0.0556,0,0,0.1667,0,0.1111,0.0556,0,0.0556,0.0556,0,0.0556,0,0,0.1111,0,0,0,0,0,AMP
0,0,0.0556,0,0,0,0,0,0.1667,0,0,0.0556,0,0,0,0.0556,0,0.0556,0.1111,0,0.0556,0.0556,0,0.0556,0.1111,0.1111,0.1111,AMP
0,0,0,0.0833,0,0,0.0833,0.0833,0,0.0833,0,0.1667,0,0,0.0833,0,0.0833,0,0,0.0833,0,0.0833,0.1667,0,0,0,0,AMP
0,0,0,0.0556,0.0556,0.0556,0.0556,0,0.0556,0,0,0.0556,0,0,0.1111,0.1111,0,0.0556,0,0.1111,0.1111,0,0.0556,0,0.0556,0.0556,0,AMP
0,0.1667,0.0556,0.0556,0.1667,0,0,0,0.0556,0.1667,0.0556,0,0.1667,0.0556,0,0,0,0,0,0,0,0,0,0,0.0556,0,0,AMP
0,0.1667,0.0556,0.0556,0.1667,0,0,0,0.0556,0.1667,0.0556,0,0.1667,0.0556,0,0,0,0,0,0,0,0,0,0,0.0556,0,0,AMP
0,0.1111,0.0556,0,0.1667,0.0556,0.0556,0,0,0.0556,0.1111,0,0.1667,0.0556,0,0,0,0.0556,0.0556,0,0,0,0,0,0,0.0556,0,AMP
0.1111,0.1111,0.0556,0,0.0556,0.0556,0.1667,0,0,0,0,0,0.0556,0,0,0.1111,0,0,0.1667,0,0.1111,0,0,0,0,0,0,AMP
0,0.1667,0.0556,0.0556,0.1111,0.0556,0,0,0.0556,0.1667,0.0556,0,0.1111,0,0,0,0.0556,0,0,0,0,0.0556,0,0,0.0556,0,0,AMP
0,0,0.1111,0.0556,0,0.0556,0.0556,0.0556,0.0556,0,0.0556,0,0,0,0.0556,0.0556,0,0.0556,0.1111,0.0556,0.0556,0,0.0556,0,0.1111,0,0,AMP
0,0,0.1111,0.0556,0,0.0556,0.0556,0.0556,0.0556,0,0.0556,0,0,0,0.0556,0.0556,0,0.0556,0.1111,0.0556,0.0556,0,0.0556,0,0.1111,0,0,AMP
0,0,0.1111,0.0556,0,0.0556,0,0.0556,0.0556,0,0.0556,0,0,0,0.0556,0.1111,0,0.0556,0.1111,0.0556,0,0,0.0556,0.0556,0.1111,0,0,AMP
0.0556,0.1111,0.0556,0.1667,0.0556,0.0556,0,0,0.0556,0.0556,0.1667,0,0.0556,0,0,0.0556,0,0,0.0556,0,0,0,0,0,0,0.0556,0,AMP
0.0556,0.1111,0.0556,0.1667,0.0556,0.0556,0,0,0.0556,0.0556,0.1667,0,0.0556,0,0,0.0556,0,0,0.0556,0,0,0,0,0,0,0.0556,0,AMP
0.1111,0.1667,0.0556,0.1111,0.0556,0.0556,0,0,0.0556,0.1111,0.0556,0,0.0556,0,0,0.0556,0,0,0.0556,0,0,0,0,0,0,0.0556,0,AMP
0,0.0556,0.1111,0.0556,0.1667,0,0.0556,0,0,0.0556,0.1667,0,0.1667,0.1111,0,0,0,0,0.0556,0,0,0,0,0,0,0,0,AMP
0,0.1111,0.0556,0,0.1667,0.0556,0,0.0556,0,0.1111,0.1111,0,0.1667,0,0,0,0,0.0556,0,0,0,0.0556,0,0,0,0.0556,0,AMP
0,0.1111,0.0556,0,0.1667,0.0556,0,0.0556,0,0.1111,0.1111,0,0.1667,0,0,0,0,0.0556,0,0,0,0.0556,0,0,0,0.0556,0,AMP
0.0556,0.1111,0.0556,0.0556,0.0556,0,0,0,0.1111,0.0556,0,0.0556,0,0.0556,0.0556,0,0.0556,0,0.0556,0,0,0.0556,0,0,0.0556,0,0.1111,AMP
0,0.1111,0.0556,0.0556,0.0556,0.0556,0,0.0556,0.0556,0.1111,0.0556,0.0556,0.0556,0,0,0,0.0556,0,0,0,0,0.1111,0.0556,0,0,0.0556,0,AMP
0,0.1667,0.0556,0,0.1667,0.0556,0,0,0.0556,0.1667,0,0,0.1667,0,0,0.0556,0,0,0,0.0556,0,0,0,0,0.0556,0,0,AMP
0,0.1111,0.0556,0.0556,0.1111,0,0.0556,0.0556,0,0.1111,0.0556,0.0556,0.1111,0.0556,0.0556,0,0,0,0.0556,0,0,0,0.0556,0,0,0,0,AMP
0,0,0,0,0.0556,0.1111,0,0.0556,0,0,0.1667,0.0556,0.1667,0,0.0556,0,0.1111,0.0556,0,0,0,0.0556,0.1111,0,0,0,0,AMP
0,0,0,0,0,0.0625,0,0,0,0,0.0625,0,0,0.0625,0.1875,0,0.125,0.125,0,0,0,0.0625,0.1875,0,0,0.125,0,AMP
0,0.1667,0.0556,0.0556,0.1111,0.0556,0,0,0.0556,0.1667,0.0556,0,0.1111,0,0,0,0.0556,0,0,0,0,0.0556,0,0,0.0556,0,0,AMP
0,0.1667,0.0556,0.0556,0.1111,0.0556,0,0,0.0556,0.1667,0.0556,0,0.1111,0,0,0,0.0556,0,0,0,0,0.0556,0,0,0.0556,0,0,AMP
0,0.1667,0.0556,0.0556,0.1111,0.0556,0,0,0.0556,0.1667,0.0556,0,0.1111,0,0,0,0.0556,0,0,0,0,0.0556,0,0,0.0556,0,0,AMP
0,0.1667,0.0556,0.0556,0.1111,0.0556,0,0,0.0556,0.1667,0.0556,0,0.1111,0,0,0,0.0556,0,0,0,0,0.0556,0,0,0.0556,0,0,AMP
0,0.0556,0.0556,0,0.1111,0.0556,0,0.0556,0.0556,0,0.1111,0.0556,0.1111,0.0556,0,0.0556,0,0,0.0556,0,0,0.1111,0,0,0,0.0556,0,AMP
0.0556,0.1111,0.0556,0.1667,0.0556,0.0556,0,0,0.0556,0.0556,0.1667,0,0.0556,0,0,0.0556,0,0,0.0556,0,0,0,0,0,0,0.0556,0,AMP
0,0,0.1111,0,0,0.1111,0.1111,0.0556,0,0.0556,0.0556,0,0,0,0,0.0556,0.1111,0,0.0556,0,0.1111,0.1111,0,0.0556,0,0,0,AMP
0.0556,0.0556,0,0.1111,0.0556,0.0556,0.0556,0,0,0.0556,0.0556,0.0556,0.0556,0.1111,0.0556,0,0.1111,0,0,0.0556,0,0,0.0556,0,0,0,0,AMP
0,0,0.0556,0,0,0,0.1667,0.1111,0,0.0556,0,0.1111,0,0,0,0,0.1111,0,0,0,0.1111,0.1667,0,0.1111,0,0,0,AMP
0.0556,0.0556,0,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,0,0.0556,0.0556,0.0556,0,0,0.0556,0,0,0.0556,0.0556,0.1111,0.0556,0,0,0.0556,0,0,AMP
0.0526,0.0526,0,0.0526,0,0.0526,0,0,0,0.0526,0.0526,0,0,0,0.1053,0,0.0526,0.1579,0,0,0,0.0526,0.0526,0.0526,0.0526,0.1053,0.0526,AMP
0,0,0.0526,0.0526,0,0.0526,0.0526,0,0.1053,0,0.0526,0.0526,0.0526,0,0.0526,0.0526,0.1053,0,0.0526,0.0526,0.0526,0,0.1053,0,0.0526,0,0,AMP
0,0.1579,0,0.0526,0.1053,0.1053,0,0,0,0.0526,0.1579,0,0.1053,0,0,0.0526,0,0.0526,0.1053,0,0,0,0,0,0.0526,0,0,AMP
0,0.0556,0.1111,0.0556,0.1111,0,0.1111,0,0.0556,0.0556,0.0556,0,0.0556,0.0556,0,0,0,0,0.1111,0.0556,0.0556,0,0,0,0.0556,0,0,AMP
0.0526,0.0526,0.0526,0.0526,0,0.0526,0,0.0526,0,0.0526,0.1053,0,0.1053,0.2632,0,0.0526,0,0,0.0526,0,0,0,0.0526,0,0,0,0,AMP
0.0556,0.1667,0.0556,0.0556,0.1111,0.0556,0.0556,0,0,0.1111,0,0,0.0556,0,0.0556,0.1111,0,0,0.0556,0.0556,0,0,0,0,0,0,0,AMP
0,0,0.0556,0,0,0.0556,0,0.0556,0.1111,0.0556,0,0.1111,0,0,0,0,0,0.0556,0,0,0,0.1667,0,0.0556,0,0.1667,0.1111,AMP
0,0,0,0,0.0556,0.0556,0,0.0556,0,0,0.0556,0.0556,0.0556,0.1111,0.1111,0,0.1111,0.0556,0,0.0556,0,0.0556,0.1111,0,0.0556,0,0,AMP
0,0,0,0,0.0556,0.0556,0.0556,0,0,0,0,0.0556,0,0.1111,0.1111,0.0556,0,0.1111,0,0.1111,0,0.0556,0.1111,0,0,0.1111,0,AMP
0,0.0556,0.1111,0,0,0.0556,0,0,0.1667,0,0,0,0,0,0,0,0.1111,0,0.1667,0,0.0556,0,0,0.0556,0.2222,0,0,AMP
0,0.0556,0.0556,0.0556,0.0556,0,0,0.0556,0.0556,0.1111,0.0556,0.0556,0.1111,0.0556,0.0556,0,0,0,0,0,0,0,0.1111,0,0,0.0556,0.0556,AMP
0.0556,0.0556,0.1111,0,0.0556,0.0556,0.0556,0.0556,0,0.1111,0,0.0556,0,0,0.0556,0.0556,0.0556,0,0.0556,0.0556,0,0.1111,0,0,0,0,0,AMP
0.0526,0.1053,0.0526,0.0526,0.1053,0.0526,0.0526,0,0,0.0526,0.1579,0,0.1053,0,0,0,0,0.0526,0.1053,0,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0,0.0526,0.1579,0.0526,0,0,0,0.1053,0.1579,0,0.1579,0,0,0,0,0.0526,0.0526,0,0,0,0,0,0.0526,0,0,AMP
0.0526,0.1579,0,0.0526,0.1579,0.0526,0,0,0,0.1053,0.1579,0,0.1579,0,0,0.0526,0,0,0.0526,0,0,0,0,0,0,0,0,AMP
0.0526,0.1579,0,0.0526,0.1579,0.0526,0,0,0,0.1053,0.1579,0,0.1579,0,0,0.0526,0,0,0.0526,0,0,0,0,0,0,0,0,AMP
0,0.1579,0,0.0526,0.1053,0.1053,0,0,0,0.0526,0.1579,0,0.1053,0,0,0.0526,0,0.0526,0.1053,0,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0,0.0526,0.1053,0.1053,0,0,0,0.0526,0.1579,0,0.1053,0,0,0.0526,0,0.0526,0.1053,0,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0,0.0526,0.1053,0.0526,0,0.0526,0,0.1053,0.1053,0.0526,0.1053,0,0,0,0,0.0526,0.0526,0,0,0.0526,0,0,0.0526,0,0,AMP
0,0.1579,0,0.0526,0.1053,0.1053,0,0,0,0.0526,0.1579,0,0.1053,0,0,0.0526,0,0.0526,0.1053,0,0,0,0,0,0.0526,0,0,AMP
0,0,0,0,0,0,0.1667,0,0.1111,0,0,0,0,0.0556,0.0556,0,0,0.0556,0,0,0.2222,0,0.0556,0,0.0556,0.1111,0.1111,AMP
0,0,0.1053,0,0,0.0526,0,0.1053,0.0526,0.0526,0,0.0526,0,0.0526,0.0526,0,0.0526,0.0526,0,0.0526,0.0526,0.1053,0.0526,0,0.1053,0,0,AMP
0,0,0,0,0,0,0,0,0,0,0,0,0,0.1053,0.1053,0,0.0526,0.1579,0,0,0,0,0.1053,0.0526,0,0.1579,0.2632,AMP
0,0,0,0,0,0,0,0,0,0,0,0,0,0.1053,0.1579,0,0.0526,0.1579,0,0,0,0,0.1053,0.0526,0,0.1053,0.2632,AMP
0.0526,0.0526,0,0,0.0526,0.1053,0.0526,0.0526,0,0.0526,0.1053,0,0.1053,0,0,0.0526,0,0.0526,0.0526,0,0.1053,0.0526,0,0,0.0526,0,0,AMP
0,0,0.0526,0.0526,0.0526,0.0526,0,0.0526,0.0526,0.0526,0.0526,0,0,0.0526,0.0526,0.1053,0.0526,0,0,0.0526,0.0526,0.0526,0.0526,0.0526,0,0.0526,0,AMP
0.0526,0.1053,0.0526,0.2105,0,0.0526,0,0,0.0526,0.1579,0.1053,0,0,0,0,0,0.0526,0,0,0,0,0.0526,0,0,0,0.0526,0.0526,AMP
0,0.0526,0.1053,0.1053,0,0.0526,0.0526,0.0526,0.0526,0.0526,0.0526,0.0526,0,0,0,0.0526,0,0,0.0526,0.1053,0,0.0526,0,0,0.0526,0,0.0526,AMP
0,0.1053,0.0526,0,0.0526,0.1053,0.0526,0.0526,0,0.1053,0.0526,0.0526,0.0526,0,0,0.0526,0.0526,0,0.1053,0,0,0.1053,0,0,0,0,0,AMP
0,0.1579,0,0.0526,0.1053,0.1053,0,0,0,0.0526,0.1579,0,0.1053,0,0,0.0526,0,0.0526,0.1053,0,0,0,0,0,0.0526,0,0,AMP
0,0,0,0.0526,0.1053,0.0526,0,0.0526,0,0,0.1053,0.0526,0.0526,0.0526,0.1053,0.1053,0.0526,0,0,0.1053,0,0.0526,0.0526,0,0,0,0,AMP
0,0.1053,0.1053,0,0.0526,0.1053,0.0526,0,0.0526,0.0526,0.0526,0,0.0526,0,0,0.0526,0,0.0526,0.1579,0,0,0,0,0,0.1053,0,0,AMP
0,0.2105,0.0526,0.1053,0,0.1053,0,0.0526,0,0.1579,0,0,0,0.0526,0,0.1053,0,0,0.1053,0,0,0,0.0526,0,0,0,0,AMP
0,0.0526,0.1053,0.1053,0,0.0526,0.1579,0.0526,0,0.1053,0.0526,0.0526,0,0,0,0.0526,0,0,0.0526,0.0526,0.0526,0.0526,0,0,0,0,0,AMP
0.0526,0.1053,0,0.1053,0.0526,0.0526,0,0,0,0.0526,0.1053,0,0.0526,0.1579,0.0526,0.1053,0,0,0.0526,0.0526,0,0,0,0,0,0,0,AMP
0,0.1053,0,0,0.2105,0,0,0,0,0.1053,0.1053,0,0.1579,0.1053,0.0526,0,0,0.0526,0,0.0526,0,0,0,0,0.0526,0,0,AMP
0,0.1053,0,0,0.2105,0,0,0,0,0.1053,0.1053,0,0.1579,0.1053,0.0526,0,0,0.0526,0,0.0526,0,0,0,0,0.0526,0,0,AMP
0,0.1053,0,0.0526,0.1053,0,0,0.0526,0,0.1053,0.0526,0.0526,0.1579,0.2105,0.0526,0,0,0,0,0,0,0,0.0526,0,0,0,0,AMP
0,0,0,0,0.1053,0,0,0.0526,0,0,0.0526,0,0.0526,0.1053,0.1579,0.1579,0.0526,0,0,0.0526,0.0526,0,0.1053,0.0526,0,0,0,AMP
0,0,0,0.1053,0,0,0.0526,0.1053,0,0,0.0526,0.1579,0.0526,0.1053,0.0526,0.0526,0.0526,0,0,0.0526,0,0.0526,0.0526,0.0526,0,0,0,AMP
0,0.1579,0,0.0526,0.1053,0.1053,0,0,0,0.0526,0.1579,0,0.1053,0,0,0.0526,0,0.0526,0.1053,0,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0,0,0.2105,0,0,0,0,0.1053,0.0526,0.0526,0.1579,0.0526,0.0526,0,0,0.0526,0.0526,0,0,0,0,0,0.0526,0,0,AMP
0,0.1053,0,0.0526,0.1053,0.0526,0,0.0526,0,0.1053,0.1579,0,0.1579,0,0,0,0,0.0526,0,0,0.0526,0,0.0526,0,0.0526,0,0,AMP
0,0.1053,0.0526,0,0.1579,0,0,0.0526,0,0.1579,0.1053,0,0.1579,0,0.0526,0,0.0526,0,0,0,0,0.0526,0.0526,0,0,0,0,AMP
0,0,0.15,0,0,0,0,0.05,0.15,0.1,0,0.05,0,0,0.05,0,0.05,0,0.05,0,0.05,0.1,0.05,0,0.1,0.05,0,AMP
0,0.1579,0,0.1053,0.1053,0.1053,0,0,0,0.1053,0.1053,0,0.1053,0,0,0.0526,0,0.0526,0.0526,0,0,0,0,0,0,0.0526,0,AMP
0,0.1053,0,0.1053,0.1053,0.1053,0,0,0,0.1053,0.1053,0,0.1053,0,0,0,0,0.1053,0,0.0526,0,0,0,0,0.0526,0.0526,0,AMP
0.0526,0.1579,0,0.0526,0.1579,0,0,0.0526,0,0.1053,0.0526,0.0526,0.1579,0.0526,0,0,0,0.0526,0,0,0,0,0,0.0526,0,0,0,AMP
0,0.1579,0,0,0.1579,0.0526,0,0,0,0.0526,0.1053,0,0.1053,0.0526,0.0526,0.0526,0,0.0526,0.1053,0,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0,0.0526,0.1053,0.1053,0,0,0,0.0526,0.1579,0,0.1053,0,0,0.0526,0,0.0526,0.1053,0,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0,0.0526,0.1053,0.1053,0,0,0,0.1053,0.0526,0,0.0526,0,0.0526,0.1053,0,0.0526,0.0526,0.0526,0,0,0,0,0.0526,0,0,AMP
0.0526,0,0.0526,0,0,0.0526,0.0526,0.1053,0,0.0526,0.0526,0.0526,0,0,0,0.0526,0.0526,0.0526,0.0526,0,0.0526,0.1579,0,0.0526,0,0.0526,0,AMP
0,0,0,0,0,0.1053,0,0,0.0526,0,0,0,0,0.1053,0.0526,0.0526,0,0.1053,0,0.1053,0.0526,0,0.0526,0,0.1053,0.0526,0.1579,AMP
0,0.0526,0.1053,0,0,0.0526,0.0526,0,0.0526,0.0526,0,0,0,0,0.1053,0,0.0526,0.1053,0.1053,0,0,0,0.1053,0,0.1053,0.0526,0,AMP
0,0.1579,0.0526,0.0526,0.1579,0,0,0,0.0526,0.1579,0.0526,0,0.1579,0.0526,0,0,0,0,0,0.0526,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0.0526,0.0526,0.1579,0,0,0,0.0526,0.1579,0.0526,0,0.1579,0.0526,0,0,0,0,0,0.0526,0,0,0,0,0.0526,0,0,AMP
0,0,0.1053,0,0.0526,0,0,0.1579,0,0.0526,0.0526,0.0526,0.0526,0.1053,0.0526,0,0,0.0526,0.0526,0,0,0.1053,0.0526,0,0.0526,0,0,AMP
0,0.1579,0,0.0526,0.1053,0.1053,0,0,0,0.0526,0.1579,0,0.1053,0,0,0.0526,0,0.0526,0.1053,0,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0,0,0.2105,0,0,0,0,0.1053,0.1053,0,0.1579,0.0526,0.0526,0,0,0.0526,0.0526,0,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0,0.0526,0.1579,0.0526,0,0,0,0.1053,0.1579,0,0.1579,0,0,0,0,0.0526,0.0526,0,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0,0,0.2105,0,0,0,0,0.1053,0.0526,0.0526,0.1579,0.0526,0.0526,0,0,0.0526,0.0526,0,0,0,0,0,0.0526,0,0,AMP
0,0.1579,0,0,0.2105,0,0,0,0,0.1053,0.1053,0,0.1579,0.0526,0.0526,0,0,0.0526,0.0526,0,0,0,0,0,0.0526,0,0,AMP
